@relation MultiLabelData


@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}
@attribute Class15 {0,1}
@attribute Class16 {0,1}
@attribute Class17 {0,1}
@attribute Class18 {0,1}
@attribute Class19 {0,1}
@attribute Class20 {0,1}
@attribute Class21 {0,1}
@attribute Class22 {0,1}

@data
0.018405,0.098592,0.003311,0.033613,0.029412,0.007673,0.366862,0.024145,0.02649,0.009934,0.122736,0.030675,0,0.006135,0.004557,0.002012,0.039642,0.977273,0.006135,0.039216,0.016556,0.003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.018405,0.098592,0.003311,0.033613,0.029412,0.007673,0.366862,0.024145,0.02649,0.009934,0.122736,0.030675,0,0.006135,0.004557,0.002012,0.039642,0.977273,0.006135,0.039216,0.016556,0.003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.018405,0.098592,0.003311,0.033613,0.029412,0.007673,0.366862,0.024145,0.02649,0.009934,0.122736,0.030675,0,0.006135,0.004557,0.002012,0.039642,0.977273,0.006135,0.039216,0.016556,0.003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.018405,0.098592,0.003311,0.033613,0.029412,0.007673,0.366862,0.024145,0.02649,0.009934,0.122736,0.030675,0,0.006135,0.004557,0.002012,0.039642,0.977273,0.006135,0.039216,0.016556,0.003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.018405,0.098592,0.003311,0.033613,0.029412,0.007673,0.366862,0.024145,0.02649,0.009934,0.122736,0.030675,0,0.006135,0.004557,0.002012,0.039642,0.977273,0.006135,0.039216,0.016556,0.003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.018405,0.098592,0.003311,0.033613,0.029412,0.007673,0.366862,0.024145,0.02649,0.009934,0.122736,0.030675,0,0.006135,0.004557,0.002012,0.039642,0.977273,0.006135,0.039216,0.016556,0.003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.018405,0.098592,0.003311,0.033613,0.029412,0.007673,0.366862,0.024145,0.02649,0.009934,0.122736,0.030675,0,0.006135,0.004557,0.002012,0.039642,0.977273,0.006135,0.039216,0.016556,0.003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.018405,0.098592,0.003311,0.033613,0.029412,0.007673,0.366862,0.024145,0.02649,0.009934,0.122736,0.030675,0,0.006135,0.004557,0.002012,0.039642,0.977273,0.006135,0.039216,0.016556,0.003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.018405,0.098592,0.003311,0.033613,0.029412,0.007673,0.366862,0.024145,0.02649,0.009934,0.122736,0.030675,0,0.006135,0.004557,0.002012,0.039642,0.977273,0.006135,0.039216,0.016556,0.003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.000977,0.181818,0.000326,0.033613,0.029412,0.007673,0.424242,0.166667,0.195652,0.030303,0.032609,0.333333,0,0.015152,0.136364,0.001953,0.333333,0.865546,0.015152,0.054348,0.002279,0.001628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002611,0.515152,0.362069,0.015528,0.017241,0.001305,0.419255,0.030303,0.192547,0.034161,0.189655,0.483622,0,0.011561,0.011749,0.003106,0.100342,0.370582,0.024845,0.018244,0.011749,0.151515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.003175,0.651934,0.002938,0.040161,0.029412,0.007673,1,0.083333,0.268519,0.016575,0.5,0.047619,0.000304,0.027778,0.097222,0.013889,0.071429,1,0.024096,0.055556,0.027778,0.015123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03125,0.333333,0.008596,0.434783,0.052632,0.002865,0.666667,0.333333,0.105263,0.008696,0.5,0.125,0.000304,0.007353,0.014745,0.002647,0.166667,0.846154,0.012476,0.217391,0.01006,0.03125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.109827,0.027397,0.006227,0.955556,0.171367,0.302885,0.006227,0.098266,0.011561,0.315789,0.131579,0,0.057803,0.071429,0.022222,0.222222,0.5,0.052632,0.001245,0,0.078947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006036,1,0.007707,0.041667,0.027027,0.000864,0.5,0.333333,1,0.333333,0.25,1,0,0.041667,0.083333,0.018732,0.047465,0.521127,0.0301,0.003687,0.333333,0.074415,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.002662,0.363636,0.007595,0.029162,0.142857,0.020253,0.652491,0.041009,0.118987,0.007594,0.333333,0.031056,0.008889,0.111111,0.04,0.04,0.285714,0.349635,0.070886,0.020049,0.008873,0.021295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002662,0.363636,0.036829,0.007098,0.142857,0.020253,0.314996,0.074074,0.118987,0.005324,0.832666,0.031056,0.008889,0.111111,0.04,0.04,0.285714,0.335404,0.070886,0.001775,0.008873,0.021295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.004098,0.318433,0.008596,0.091912,0.011982,0.002865,0.625,0.051471,0.195853,0.011521,0.053917,0.096313,0,0.007353,0.015207,0.004255,0.125,1,0.027189,0.153846,0.016129,0.057604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001215,0.063325,0.003958,0.029162,0.939698,0.171367,0.652491,0.041009,0.034301,0.007594,0.031008,0.025066,0.005277,0.005164,0.026446,0.006596,0.140496,0.832669,0.015831,0.020049,0.006987,0.01847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003992,1,0.036829,0.036036,0.011982,0.000864,0.352363,0.042314,0.310201,0.011521,0.832666,0.124582,0,0.067864,0.06986,0.004147,0.047465,0.435539,0.0301,0.016257,0.027634,0.074415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.066667,0.318433,0.013889,0.333333,0.166667,0.094086,0.652491,0.436364,0.5,0.066667,0.166667,0.2,0.005376,0.066667,0.061111,0.006842,1,0.933333,0.066667,0.117541,0.054545,0.083551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.002907,0.083333,0.002938,0.032902,0.955556,0.268041,0.62,0.02879,0.026163,0.010576,0.087209,0.029965,0.006826,0.005814,0.026446,0.022222,0.464832,0.600775,0.041667,0.02,0.014535,0.041667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000588,0.056886,0.041916,0.032902,1,0.171367,0.564042,0.02879,0.102564,0.010576,0.152695,0.051282,0.005988,0.056886,0.025641,0.03125,0.175676,0.421857,0.333333,0.012926,0.008696,0.032934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.5,0.003958,0.032902,0.4,0.010554,0.564042,0.032136,0.090909,0.010576,0.049905,0.034026,0.005277,0.006427,0.014745,0.090909,0.108179,1,0.1,0.017253,0.008318,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002532,0.056886,0.090909,0,0.939698,0.171367,0.363636,0.002994,0.118987,0,0.152695,0.023952,0.008889,0.056886,0.007595,0.008889,0.202532,0.142222,0.5,0.002994,0.002994,0.032934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.092628,0.066667,0.032902,0.029412,0.007673,0.564042,0.066667,0.066667,0.010576,0.049905,0.034026,0,0.006427,0.014745,0.002938,0.133333,0.816901,0.012926,0.017253,0.008318,0.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.003454,0.591537,0.666667,0.032902,0.212963,0.119454,1,0.042314,0.195853,0.011561,0.188406,0.483622,0.006826,0.011561,0.017271,0.045455,0.690992,0.421857,0.090909,0.020049,0.027634,0.786207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002765,0.318433,0.041667,0.034884,0.939698,0.5,0.375,0.041667,0.195853,0.023256,0.075949,0.096313,0.008889,0.012658,0.02907,0.008889,0.333333,0.435539,0.083333,0.016257,0.017442,0.057604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007194,0.119658,0.25,0.006227,0.107784,0.002994,0.292653,0.006227,0.063512,0.004981,0.832666,0.043165,0.005988,0.272727,0.022541,0.008547,0.110778,0.260274,0.053892,0.002994,0.004098,0.181818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5,0.100719,0.086331,0.032902,0.082287,0.013605,1,0.041009,0.111111,0.010576,0.309353,0.285714,0.005277,0.107914,0.012926,0.009763,0.113946,0.421857,0.111111,0.020049,0.006987,0.043165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002765,0.349498,0.010471,0.009677,0.082287,0.011158,0.368201,0.024885,0.833333,0.011521,0.057143,0.428571,0.001395,0.010471,0.015207,0.009763,0.154762,0.283124,0.035714,0.004184,0.016129,0.828571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002765,0.318433,0.027397,0.027221,0.2,0.000461,0.586207,0.034483,0.5,0.034483,0.25,0.125,0,0.048568,0.015207,0.125,0.069738,0.625,0.027189,0.075,0.016129,0.811518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003454,1,0.006908,0.027221,0.011982,0.000864,0.352363,0.042314,0.654179,0.011521,0.296296,0.25,0,0.006908,0.017271,0.018732,0.047465,0.435539,0.0301,0.016257,0.027634,0.074415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001215,0.056818,0.002126,0.029162,0.007898,0.000911,1,0.041009,0.019745,0.007594,0.024605,0.02339,0.000304,0.011364,0.006987,0.001953,0.033414,1,0.00729,0.020049,0.011364,0.004557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.019384,0.00114,0.003421,0.212963,0.119454,0.777778,0.006842,0.025086,0.00114,0.009122,0.013683,0.006826,0.005701,0.007982,0.006842,0.981132,0.25,0.023945,0.00114,0.00114,0.004561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.066667,0.5,0.007707,0.625,0.011628,0.000911,1,0.428571,0.654179,0.136364,0.375,0.483622,0.000304,0.113636,0.2,0.018732,0.125,1,0.066667,0.055556,0.152941,0.045455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001215,0.071429,0.086957,0.029162,0.347826,0.000911,1,0.041009,0.102564,0.007594,0.071429,0.051282,0.000304,0.005164,0.025641,0.001823,0.115385,0.349635,0.076923,0.020049,0.006987,0.012821,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002765,0.349498,0.022727,0.011364,0.082287,0.011158,0.368201,0.024885,1,0.011521,0.096774,0.333333,0.001395,0.006452,0.016129,0.018732,0.104603,0.283124,0.0301,0.004184,0.016129,0.074415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.125,0.00365,0.027221,0.166667,0.094086,0.818182,0.032136,0.125,0.008696,0.049905,0.125,0.005376,0.006427,0.014745,0.006842,0.690992,0.793865,0.023945,0.02,0.008318,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.003454,0.591537,0.010471,0.083333,0.082287,0.013605,0.5,0.1,0.2,0.20202,0.230769,0.403226,0.005277,0.122449,0.142857,0.038462,0.113946,0.335404,0.027189,0.010204,0.032258,0.811518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.008,0.733333,0.036765,0.021053,0.024,0.001305,0.5,0.25,0.310201,0.055556,0.257353,0.333333,0,0.067864,1,0.004147,0.055556,0.333333,0.048,0.005222,0.5,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.000801,0.2,0.05,0.006227,0.024907,0.004808,0.302885,0.006227,0.25,0.05,0.832666,0.1,0,0.057803,0.05,0.001245,0.069738,0.260274,0.013699,0.001245,0.001601,0.075145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.092628,0.000756,0.027221,0.007968,0.012048,0.517241,0.083333,0.053686,0.008696,0.049905,0.034026,0,0.006427,0.014745,0.002647,0.060241,0.928571,0.012476,0.071429,0.008318,0.015123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.000801,0.071257,0.036829,0.000801,0,0,0.040833,0.002402,0.005604,0.000801,0.832666,0.007206,0,0.015212,0.010408,0,0.000801,0.020016,0.001601,0,0.001601,0.007206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.114754,0.027397,0.045455,0.024907,0.004808,0.8,0.018349,0.181818,0.018349,0.733607,0.052023,0,0.522936,0.086957,0.001245,0.103448,0.390244,0.013699,0.001245,0.022727,0.172414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.003992,0.177645,0.036829,0.023256,0.058824,0,0.666667,0.03992,0.333333,0.00998,1,0.333333,0,0.166667,0.06986,0.001996,0.686047,0.333333,0.046512,0.001245,0.041667,0.041096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.052632,1,0.036829,0.333333,0.052632,0.000864,0.383124,0.266667,0.310201,0.05,0.848485,0.2,0,0.05,0.0625,0.004147,0.142857,0.370582,0.157407,0.018244,0.414414,0.074415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.092628,0.002938,0.032902,0.009988,0.000911,0.652491,0.041009,0.053686,0.010576,0.049905,0.034026,0.000304,0.010417,0.014745,0.004255,0.037429,0.750326,0.012926,0.020049,0.008318,0.015123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002765,0.666667,0.036829,0.066667,0.012346,0.000911,0.666667,0.073171,0.195853,0.066667,1,0.25,0.000304,0.25,0.25,0.025,0.115385,0.5,0.027189,0.020049,0.038462,0.057604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003175,0.092628,0.002938,0.032902,0.02454,0.007362,0.564042,0.032136,0.066667,0.010576,0.085714,0.034026,0,0.006427,0.014745,0.002938,0.037429,1,0.012926,0.017253,0.008318,0.015123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002765,0.349498,0.030303,0.047619,0.011982,0.000836,0.266667,0.045455,0.866667,0.047619,0.469697,0.727273,0,0.030303,0.133333,0.018732,0.047465,0.076959,0.0301,0.003687,0.016129,0.074415,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.009709,0.176471,0.058824,0.048611,0.142857,0.071429,1,0.153846,0.100418,0.02439,0.117647,0.076923,0.005277,0.076923,0.058824,0.058824,0.113946,1,0.019526,0.081197,0.038835,0.176471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002765,0.5,0.027397,0.033333,0.024907,0.001305,0.444444,0.045455,1,0.055556,0.277778,0.363636,0,0.055556,0.055556,0.033333,0.069738,0.277778,0.0301,0.012422,0.016129,0.083551,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004098,0.092628,0.004098,0.081967,0.02454,0.007362,0.366862,0.090909,0.053686,0.008696,0.090909,0.034026,0,0.006427,0.014745,0.002647,0.181818,1,0.012476,0.067623,0.008318,0.015123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002281,0.092628,0.003421,0.029162,0.052632,0.000911,1,0.041009,0.09008,0.008696,0.049905,0.049031,0.000304,0.006427,0.014745,0.002647,0.157895,0.964286,0.012476,0.020049,0.008318,0.037628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002281,0.092628,0.003421,0.032902,0.02454,0.007362,0.564042,0.1875,0.09008,0.010576,0.049905,0.049031,0,0.006427,0.014745,0.002938,0.100342,1,0.012926,0.018244,0.008318,0.037628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001512,0.092628,0.002126,0.071429,0.007968,0.003984,1,0.041009,0.053686,0.071429,0.166667,0.166667,0.000304,0.006427,0.014745,0.002647,0.5,1,0.012476,0.020049,0.008318,0.015123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001512,0.092628,0.011494,0.06,0.034483,0.011494,0.366862,0.051282,0.057471,0.008696,0.049905,0.045977,0,0.011494,0.014745,0.011494,0.137931,1,0.034483,0.02,0.008318,0.022989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004098,0.092628,0.005579,0.1,0.082287,0.011158,0.5,0.1,0.214286,0.008696,0.091393,0.059972,0.003549,0.00976,0.014745,0.009763,0.154762,1,0.035714,0.076923,0.008873,0.035714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004098,0.092628,0.004098,0.081967,0.008197,0.002049,0.652491,0.041009,0.053686,0.008696,0.049905,0.054054,0.000304,0.006427,0.027027,0.002647,0.037429,0.675676,0.012476,0.067623,0.027027,0.015123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004098,0.092628,0.008596,0.133333,0.011461,0.002865,0.366862,0.051471,0.125,0.008696,0.049905,0.034026,0,0.007874,0.014745,0.002647,0.125,1,0.012476,0.133333,0.008318,0.015123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001395,0.100402,0.022727,0.040161,0.333333,0.333333,1,0.041009,0.329545,0.007594,0.068273,0.215909,0.005797,0.031884,0.024096,0.012048,0.333333,1,0.066667,0.020049,0.008696,0.028986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.003454,0.706468,0.006908,0.045455,0.011982,0.000864,0.189119,0.042314,0.310201,0.011521,0.333333,0.124582,0,0.006908,0.111111,0.004147,0.047465,0.181818,0.0301,0.003687,0.027634,0.074415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002765,0.349498,0.022727,0.027221,0.082287,0.011158,0.368201,0.032136,1,0.011521,0.096774,0.5,0.001395,0.006452,0.016129,0.018732,0.104603,0.435539,0.0301,0.016257,0.016129,0.083333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019231,0.515152,0.151515,0.230769,0.007898,0.000911,0.652491,0.3,0.121212,0.021739,0.060606,0.3,0.000304,0.009615,0.014745,0.002647,0.037429,0.519231,0.012476,0.159091,0.022727,0.151515,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006452,0.428571,0.036829,0.1,0.016971,0.001305,0.384615,0.014648,0.2,0.1,1,0.2,0,0.047131,0.04,0.001953,0.167742,0.750326,0.020888,0.018244,0.076923,0.129032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002907,0.075581,0.011628,0.023256,0.212963,0.111111,0.384615,0.1,0.026163,0.002907,0.087209,0.020349,0.006173,0.005814,0.026446,0.006842,1,0.750326,0.1,0.017253,0.014535,0.011628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.006036,0.3,0.111111,0.05,0.444444,0.000911,1,0.125,0.125,0.010576,0.122736,0.125,0.000304,0.006427,0.047619,0.033333,0.233333,1,0.111111,0.020049,0.025,0.125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002765,0.349498,0.003226,0.009677,0.011982,0.000836,0.174654,0.024885,0.80814,0.011521,0.056856,0.124582,0,0.006452,0.015207,0.018732,0.047465,0.076959,0.0301,0.003687,0.016129,0.074415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000801,0.4,0.036829,0.012195,0.002049,0,0.4,0.036585,0.166667,0.002049,1,0.166667,0,0.047131,0.02439,0,0.2,0.5,0.012195,0,0.004098,0.007206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.005425,0.153846,0.018182,0.173599,0.016393,0.000911,0.652491,0.242315,0.090909,0.007594,0.098361,0.076923,0.000304,0.005164,0.016393,0.001823,0.04918,0.461538,0.00729,0.764706,0.018083,0.036364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.008,0.706468,0.035088,0.058824,0.109375,0.015625,0.377309,0.057143,0.833333,0.294118,0.818182,1,0.005277,0.166667,0.181818,0.018732,0.690992,0.791457,0.095238,0.028571,0.038462,0.168,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.005425,0.070524,0.002126,0.173599,0.007898,0.000911,0.652491,1,0.019745,0.007594,0.024605,0.030741,0.000304,0.005917,0.009042,0.004255,0.054054,0.858974,0.00729,0.117541,0.018083,0.004557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000977,0.027027,0.000326,0.013346,0.029412,0.007362,0.366862,0.014648,0.015625,0.001953,0.021622,0.010811,0,0.002279,0.004557,0.001953,0.029448,0.970588,0.002279,0.017253,0.002279,0.001628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.071429,0.223404,0.011494,1,0.011461,0.002865,0.652491,0.242315,0.222222,0.071429,0.357143,0.166667,0.000304,0.071429,0.019608,0.002647,0.125,0.865546,0.043478,0.222222,0.111111,0.015123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.104167,0.001653,0.027221,0.089256,0.042975,0.4375,0.0625,0.053686,0.008696,0.049905,0.0625,0,0.006427,0.026446,0.003306,0.140496,0.888889,0.041667,0.041667,0.020833,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.003454,1,0.027397,0.009677,0.173913,0.026087,0.555556,0.042314,0.195853,0.011521,0.156912,0.096313,0,0.048568,0.017271,0.004147,0.121739,0.333333,0.043478,0.003687,0.027634,0.057604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004098,0.318433,0.058824,0.148148,0.089256,0.042975,0.652491,0.1,0.195853,0.018519,0.5,0.096313,0.005277,0.25,0.031915,0.008503,0.25,1,0.074074,0.222222,0.055556,0.057604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.014925,0.5,0.010471,0.015528,0.044776,0.001305,0.419255,0.026975,0.5,0.034161,0.208955,0.483622,0,0.011561,0.015207,0.005236,0.047465,0.167702,0.0301,0.012422,0.016129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02,0.471751,0.003226,0.302632,0.011982,0.000911,1,0.242315,0.268519,0.030303,0.25,0.166667,0.000304,0.052356,0.136364,0.068063,0.054348,0.865546,0.125,0.12,0.152941,0.057604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000801,0.142857,0.036829,0.000801,0.028037,0,0.171429,0.009346,0.025641,0.000801,0.914286,0.009346,0,0.028571,0.028571,0.021277,0.000801,0.068376,0.021277,0,0.028571,0.059829,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.000801,0.142857,0.036829,0.000801,0.028037,0,0.171429,0.009346,0.025641,0.000801,0.832666,0.009346,0,0.028571,0.028571,0.009346,0.000801,0.068376,0.001601,0,0.028571,0.059829,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002907,0.092593,0.011628,0.055556,0.212963,0.111111,0.625,0.044776,0.064815,0.018519,0.087209,0.074627,0.006173,0.029851,0.029851,0.006842,1,0.697872,0.046512,0.014925,0.014535,0.01847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.001395,0.333333,0.05,0.006974,1,0.171367,0.6,0.011158,0.100418,0.004184,0.05,0.059972,0.005797,0.031884,0.032258,0.009763,0.444444,0.283124,0.333333,0.004184,0.025641,0.032258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003454,0.596491,1,0.029162,0.347826,0.013605,0.652491,0.042314,0.12069,0.008696,0.832666,0.086207,0.005277,0.015212,0.051471,0.009763,0.113946,0.435539,0.019526,0.020049,0.027634,0.038462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.052174,0.011594,0.002899,0.939698,0.171367,0.365217,0.002899,0.043478,0.002899,0.049275,0.028986,0.005797,0.031884,0.008696,0.002513,0.144928,0.214493,0.066667,0.002899,0.008696,0.028986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009615,0.5,0.033333,0.3,0.066667,0.002049,1,0.166667,0.1875,0.20202,0.5,0.222222,0.000304,0.086957,0.333333,0.068063,0.333333,1,0.068966,0.142857,0.1,0.125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002662,0.148148,0.2,0.032902,1,0.171367,0.564042,0.037037,0.061728,0.010576,0.139918,0.2,0.021277,0.012346,0.020576,0.4,0.333333,0.421857,0.05,0.012926,0.020576,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003454,0.591537,0.4,0.053333,0.955556,0.020253,0.652491,0.106667,0.654179,0.053333,0.785047,0.2,0.008889,0.153846,0.076923,1,0.333333,0.454545,0.117647,0.020049,0.04,0.811518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.007194,0.100719,0.086331,0.002899,1,0.171367,0.444444,0.002899,0.125,0.002899,0.309353,0.043165,0.111111,0.107914,0.008696,0.008889,0.202532,0.214493,0.208333,0.002899,0.008696,0.043165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
